license_number,application_status,business_name,BUSINESS_PHONE,business_address_1,city_id,business_state,business_zipcode,New Lat,New Long,county_id
MR284925,APPROVED,"CommCan, Inc.",508-376-2041,"730 Main St., Suite 2A",cty160,MA,2054,42.1685339,-71.35344852,ct1
MX281382,APPROVED,Evokanna Labs LLC,617-297-8722,207 Kenoza St,cty161,MA,1830,42.778912,-71.0430209,ct13
DO100155,APPROVED,SOCIAL-J LLC,781-308-1109,1280 Belmont St.,cty26,MA,2031,42.05873755,-71.06676224,ct11
MR281271,APPROVED,"Silver Therapeutics, Inc.",518-570-9067,"82 Wendell Ave, Suite 100",cty74,MA,1201,42.4452914,-73.25314036,ct4
MC281265,APPROVED,Patriot Care Corp,978-771-1434,170 Lincoln Street,cty20,MA,1852,42.628001,-71.317675,ct3
MP282298,PENDING,686 Cultivation LLC,978-423-7820,686 Clark Rd,cty96,MA,1876,42.62666645,-71.26664401,ct3
MC281618,APPROVED,Emerald City Growers Incorporated,978-337-0590,843 Main Street,cty49,MA,1510,42.42679965,-71.68738457,ct10
MP281684,APPROVED,Diem Orange LLC,857-400-0898,75 North Main Street #570,cty162,MA,2368,42.16425252,-71.04233232,ct1
MR283694,APPROVED,"Caroline's Cannabis, LLC",774-243-0323,4 Charlesview Road,cty85,MA,1747,42.1040657,-71.50213545,ct10
MP281407,APPROVED,"The Heirloom Collective, Inc.",617-852-7044,38 Arbor Way,cty163,MA,2356,42.089341,-71.083388,ct8
PDO103589,APPROVED,"ON ROOT, LLC",978-239-8497,105 UNION STREET,cty109,MA,2149,42.40487763,-71.04260738,ct3
MC282243,APPROVED,"Four Daughters Compassionate Care, Inc.",224-622-8770,1200 Providence Highway,cty84,MA,2067,42.122512,-71.172922,ct1
PDO103629,APPROVED,Stone's Throw Cannabis LLC d/b/a Firebrand Cannabis,617-333-8725,100 State Street,cty6,MA,2109,42.3592612,-71.0550767,ct6
PDO103276,APPROVED,"BWell Delivery, LLC",617-283-9806,214 Shawmut Ave,cty6,MA,2118,42.34403867,-71.06755554,ct6
MR281283,APPROVED,Patriot Care Corp,978-771-1434,70 Industrial Avenue East,cty20,MA,1852,42.61462945,-71.31667033,ct3
MP282048,APPROVED,First City Provisions Inc.,804-683-3773,89 South Street,cty2,MA,1040,42.19440945,-72.6149963,ct2
MR281454,APPROVED,"Advesa MA, Inc.",860-992-2374,690 Broadway,cty15,MA,2144,42.39970391,-71.11183573,ct3
MP282172,APPROVED,"J-B.A.M., Inc",860-402-0605,: 71 DOWNING PKWY BLDG A,cty74,MA,1021,42.45967785,-73.19794037,ct4
MR285151,PENDING,"Lucky Green Ladies 408, LLC",508-455-1048,408 Old Colony Rd,cty164,MA,2766,41.9529395,-71.24099473,ct8
MP281716,APPROVED,Fuego Farms Inc.,774-488-9226,254 Newhill Ave.,cty39,MA,2726,41.7295604,-71.15784663,ct8
MC281251,APPROVED,"New England Cannabis Corporation, Inc.",617-716-6117,29 Everett Street,cty165,MA,1746,42.2116811,-71.40863735,ct3
MR281626,APPROVED,Home Grown 617 LLC,617-792-3365,"580 Massachusetts Ave Cambridge, MA",cty97,MA,2139,42.3648182,-71.1029158,ct3
MC281961,APPROVED,Tree Beard Inc.,774-722-3387,319A Union St,cty101,MA,2740,41.6338425,-70.93140437,ct8
MR284471,REOPENED,"Idealbudz, LLC",617-792-5704,20 John Williams Street,cty22,MA,2703,41.93551709,-71.29149978,ct8
PDO103156,APPROVED,The Kif Room,774-826-7753,56 POMONA DR,cty166,MA,2302,42.09957855,-70.9805313,ct11
MP281704,APPROVED,"Turning Leaf Centers Otis, LLC",732-406-1000,1570 north main road,cty167,MA,2153,42.23269835,-73.11011731,ct4
MC282461,APPROVED,"Silver Therapeutics, Inc.",518-570-9067,82 Wendell Ave,cty74,MA,1201,42.4452914,-73.25314036,ct4
MC282248,APPROVED,"Heka, Inc.",413-354-4352,98 Sgt. TM Dion Way,cty132,MA,1085,42.1205411,-72.7489158,ct2
MR282605,APPROVED,"Holistic Industries, Inc.",917-757-9408,304 Somerville Avenue,cty15,MA,2143,42.3801102,-71.09775234,ct3
MR284346,APPROVED,"House of Ermias, LLC",219-629-2009,267 Broadway,cty120,MA,2150,42.3907665,-71.03730238,ct6
DE201005,APPROVED,UPROOT LLC,401-699-8079,61 Fremont St,cty47,MA,1603,42.24117584,-71.83068255,ct10
MB281355,APPROVED,"Hidden Hemlock, LLC",781-640-0422,167 Stoney Cover Road,cty168,MA,2637,41.7017764,-70.2730768,ct7
PDO103641,APPROVED,Smoking Grooves LLC,917-213-6342,612 Hyde Park Ave,cty6,MA,2131,42.2794813,-71.11880287,ct6
MR284916,APPROVED,"Chill & Bliss, LLC",781-424-4556,800 Hingham St.,cty76,MA,2370,42.1588797,-70.90424095,ct11
MC282508,APPROVED,"Legal Greens, LLC",857-333-8143,93 Pleasant St,cty26,MA,2301,42.0861225,-71.02255968,ct11
MR282581,APPROVED,"The Haven Center, Inc.",508-360-9644,245 Route 6A,cty169,MA,2653,41.7762607,-70.00620571,ct7
MR282668,APPROVED,"Harmony of MA, Inc.",617-888-3880,40 Nouvelle Way,cty37,MA,1760,42.30396902,-71.38295592,ct3
PMD5792,APPROVED,Blazin' D's Delivery,774-240-4142,90 Howland St.,cty26,MA,2302,42.08858585,-70.9970184,ct11
MP281484,APPROVED,"Climb Cannabis, LLC",203-524-9213,70 Jefferson Place,cty74,MA,1201,42.4440472,-73.26648721,ct4
MB281402,APPROVED,Freshly Baked Company,508-386-0819,144 W. Britannia St,cty28,MA,2780,41.91773625,-71.1017184,ct8
MC283628,APPROVED,"Winchendon Grows, LLC",781-789-5808,12 Mount Vernon Street,cty156,MA,2176,42.4506857,-71.06737778,ct3
MP281417,APPROVED,"Pioneer Valley Extracts, LLC",413-233-7109,43 Ladd St,cty170,MA,1062,42.1035308,-72.5608292,ct2
MC283130,APPROVED,"The Harvest Club, LLC",978-790-4139,153 Main St,cty171,MA,1864,42.5808681,-71.11197745,ct3
PDO103042,REOPENED,AJR Delivery y,781-299-2311,20 Herbert Avenue,cty172,MA,1906,42.4554455,-71.01075217,ct13
MP282246,REOPENED,Belle Fleur Holdings LLC,215-962-4279,138 Otis Stage Rd,cty110,MA,1008,42.17827106,-72.94461315,ct2
DO100119,APPROVED,"Major Bloom, LLC",857-445-5232,76 Millbury Street,cty47,MA,1610,42.253338,-71.79907856,ct10
MR282659,APPROVED,"Metro Harvest, Inc.",508-326-4896,292 Bedford St.,cty173,MA,2324,41.98093043,-70.97579314,ct11
MC281357,APPROVED,Cultivation Experts LLC,702-523-2159,61 Fremont Street,cty47,MA,1603,42.24117584,-71.83068255,ct10
MR283997,APPROVED,"Discern'd Cannabis Purveyors, Inc.",774-922-7089,130 Worcester Street,cty174,MA,1536,42.2242356,-71.70479103,ct10
MR284117,APPROVED,East Boston Local Roots LLC,617-605-1449,1006 Bennington Street,cty32,MA,2128,42.3869407,-71.0066896,ct6
MR282740,APPROVED,"Ganesh Wellness, Inc.",516-776-2305,47 High Street,cty175,MA,2155,42.4186573,-71.1109519,ct3
MP281435,APPROVED,Top Shelf Cannaseurs LLC,508-494-5238,11 Brent Drive,cty69,MA,1749,42.3873025,-71.50976892,ct3
MC281451,APPROVED,"Ashli's Farm, Inc.",508-930-0103,76 Frank Mossberg Dr.,cty22,MA,2703,41.92130929,-71.32669778,ct8
MR284447,APPROVED,"Hardwick Mill Greenery, Inc.",617-513-1345,94 Main St.,cty158,MA,1031,42.3121065,-72.20864947,ct10
MR282615,REOPENED,ORGANIC CHEMISTRY LLC,914-960-0469,68 Dalton Avenue,cty74,MA,1201,42.4568627,-73.23078372,ct4
MC281982,APPROVED,TDMA Orange LLC,360-593-1366,207 Daniel Shays Hwy,cty19,MA,1364,42.5541057,-72.28966254,ct5
MP282073,REOPENED,"Rise Holdings, Inc.",312-471-6720,100 Water Street,cty2,MA,1040,42.19757515,-72.60090799,ct2
DO100113,APPROVED,"Artis, LLC.",203-313-9756,619 front st,cty176,MA,2738,41.7305199,-70.78370761,ct11
MP281363,APPROVED,Wing Well LLC,413-734-2149,1111 Elm St.,cty177,MA,1089,42.1189012,-72.6284525,ct2
MC283486,APPROVED,Debilitating Medical Condition Treatment Centers,413-374-1915,11-13 Hampden St,cty13,MA,1103,42.1039132,-72.59431,ct2
PMD5998,APPROVED,Mass Cannsit,781-299-6876,59 Highland Glen Drive #332,cty162,MA,2368,42.1616694,-71.05287491,ct1
MC281448,APPROVED,Elevated Gardens LLC,518-925-8498,17 taconic Park Dr,cty74,MA,1201,42.47580525,-73.2467402,ct4
PDO103323,REOPENED,Strain LLC,781-964-5159,12 W. Main Street,cty6,MA,2126,42.287985,-71.095247,ct6
MR281571,APPROVED,"Ipswich Pharmaceutical Associates, Inc.",508-397-0217,116 Newburyport Turnpike,cty178,MA,1969,42.69387357,-70.91427139,ct13
MP282030,APPROVED,Trifecta Farms Corp,508-943-7800,142 New Holland Road,cty93,MA,1010,42.1224026,-72.2003109,ct2
MC282404,APPROVED,"Bare Naked Greens, LLC",401-743-0111,290 Millville Rd.,cty23,MA,1569,42.060715,-71.619939,ct10
MR283511,APPROVED,Charles River Remedies LLC,617-431-0021,31 Church Street,cty97,MA,2138,42.374466,-71.120298,ct3
MR282049,APPROVED,"Nature's Remedy of Massachusetts, Inc.",603-231-1991,264 Newburyport Turnpike,cty178,MA,1969,42.7110247,-70.9082283,ct13
MC281657,APPROVED,Theory Farms LLC,845-661-4866,26 William Way,cty124,MA,2019,42.085335,-71.493382,ct1
MP282156,APPROVED,"Coastal Healing, inc",401-297-9113,248 State Road,cty179,MA,2790,41.67340385,-71.10382745,ct8
MC282510,APPROVED,"J - B.A.M., INC.",860-402-0605,72 DOWNING PKWY BLDG A,cty74,MA,1201,42.46008899,-73.19644499,ct4
MR283521,APPROVED,Apotho Therapeutics Dartmouth INC,401-649-1677,747 State Road,cty73,MA,2747,41.6390259,-71.02912868,ct8
MR284280,APPROVED,"Green Meadows Farm, LLC",508-909-5881,50 Whalon Street,cty46,MA,1420,42.55522105,-71.78520742,ct10
PDO103223,APPROVED,195 East LLC,508-264-2530,226 South Main Street,cty14,MA,2721,41.69930643,-71.15734286,ct8
MC281364,APPROVED,"THE HIGH END CHOCOLATE COMPANY, LLC",646-251-3662,110 WINTER ST,cty180,MA,1040,42.19982424,-72.60149336,ct2
MR284389,APPROVED,"Western Front, LLC",617-320-9018,98 Winthrop Street,cty97,MA,2138,42.3724086,-71.1211646,ct3
PDO103133,REOPENED,Boston Bud Factory,413-420-8100,460 Race St,cty2,MA,1040,42.2062402,-72.6020193,ct2
MC282524,APPROVED,Ten-Ten LLC,518-857-9000,775 N. Main St,cty91,MA,1257,42.1256512,-73.36139066,ct4
MR284123,APPROVED,"Flying Goose, LLC",954-350-1300,286 Webster Street,cty86,MA,1516,42.054675,-71.815541,ct10
MC282143,APPROVED,"XH Management, Inc",617-590-2949,200 Highland Avenue,cty10,MA,2494,42.3041745,-71.22012783,ct1
MC283202,REOPENED,"Wiseacre Farm, Inc.",413-274-6243,276 Great Barrington Road,cty181,MA,1266,42.2699613,-73.38026408,ct4
MC282187,APPROVED,Four Score Holdings LLC,617-217-0456,144 Sturbridge Road,cty182,MA,1507,42.13907835,-72.0198088,ct10
MC283858,PENDING,"Crafted Cannabis, LLC",781-424-4556,356 South Ave.,cty129,MA,2382,42.082624,-70.925563,ct11
MP281468,APPROVED,"Mass Alternative Care, Inc.",413-377-6240,1247 East Main Street,cty9,MA,1020,42.15810715,-72.54266983,ct2
MC282775,APPROVED,New England Regional Dispensary LLC,413-464-1931,34 Cross Road,cty183,MA,1247,42.7157438,-73.07978255,ct4
MR284547,APPROVED,Elevated Roots II LLC,617-279-9513,319 Monponsett Street,cty184,MA,2338,41.99674205,-70.84409853,ct11
MP281899,APPROVED,"Community Gardens, LLC",508-207-0938,500 School St,cty185,MA,2048,42.010424,-71.23571,ct8
MP281774,REOPENED,MassPressed LLC,210-508-8726,124 West Boylston St,cty47,MA,1606,42.293393,-71.80402011,ct10
MR281778,APPROVED,Canna Provisions Inc,303-981-2453,220 Housatonic Street,cty7,MA,1238,42.29940095,-73.24212836,ct4
MC282498,APPROVED,Coyote Cannabis Corporation,781-964-5159,56 Industrial Drive,cty23,MA,1569,42.0392196,-71.61399279,ct10
MB282404,REOPENED,Safe-Lyfe LLC,508-930-0416,160 SPEEN STREET STE 307,cty186,MA,1701,42.3095144,-71.38372936,ct3
MC281866,APPROVED,"Just Healthy, LLC",518-369-0542,56 Colborne Road,cty6,MA,2135,42.3442885,-71.147625,ct6
MP281616,APPROVED,TDMA Orange LLC,360-593-1366,207 Danoe; Shays Hwy,cty19,MA,1364,42.554314,-72.289528,ct5
MR284521,APPROVED,"CastleLeaf, LLC",617-631-6838,100 Leo M. Birmingham Parkway,cty6,MA,2135,42.3586652,-71.14673548,ct6
PMD5895,APPROVED,"Terrasol To Go, LLC",508-649-0387,87 East Ashland St.,cty26,MA,2302,42.09413738,-71.01517223,ct11
MD1329,REOPENED,"Legal Greens, LLC",857-333-8143,168 Broadway,cty28,MA,2780,41.9149466,-71.09182447,ct8
MP282196,APPROVED,Ember Gardens Production LLC,774-488-9226,254 Newhill Avenue,cty39,MA,2726,41.7295604,-71.15784663,ct8
MC282494,APPROVED,"Alfred's Finest, Inc.",508-457-1301,8 Scobee Circle,cty64,MA,2360,41.9495487,-70.70708313,ct11
MP282060,APPROVED,"Hydro Flower, LLC",508-943-7800,36 Canal Road,cty25,MA,1376,42.6091795,-72.56036357,ct5
MP281634,APPROVED,"Ganesh Wellness, Inc.",516-776-2305,50 Congress St. Suite 420,cty6,MA,2109,42.3580051,-71.05599076,ct6
MC283497,APPROVED,Town Meadow Farm,508-414-0130,124 Green street,cty187,MA,1524,42.21444545,-71.9243286,ct10
PDO103055,APPROVED,"Delivered, Inc",978-400-8834,27 Blue Hill Ave,cty188,MA,2186,42.26405053,-71.09508463,ct1
MR283887,APPROVED,ELEVATION RETAIL II LLC,781-316-7626,240 BRIDGE ST,cty189,MA,2719,41.64684258,-70.8852493,ct8
MR282491,REOPENED,"Blue Enterprises HSMA, LLC",617-637-7171,57 John F. Kennedy Street,cty97,MA,2138,42.3719772,-71.1208088,ct3
MR283092,APPROVED,"Elevated Roots, LLC",617-688-4225,44 William C. Gould Jr. Way,cty65,MA,2364,41.9720204,-70.70644668,ct11
MR281281,APPROVED,"Team Green, LLC",617-834-0552,1292 Blue Hill Ave,cty103,MA,2126,42.28175528,-71.09249808,ct6
MT281704,PENDING,"Mederi, Inc.",978-828-6921,44 Boynton Road,cty165,MA,1746,42.16238405,-71.46229652,ct3
MP282097,APPROVED,Gan Or LLC,410-370-6330,60 Damon Rd.,cty21,MA,1060,42.34170265,-72.63692327,ct9
MR283743,APPROVED,"Cannabro, LLC",508-943-7800,345 Main Street,cty111,MA,1550,42.07588834,-72.03479328,ct10
MC283556,APPROVED,"Lucky 7 Cannabis, Inc.",860-918-6750,0 Timberswamp Road,cty132,MA,1085,42.165349,-72.732733,ct2
MR283168,APPROVED,"Union Twist, Inc.",917-740-0649,630 Worcester Road,cty54,MA,1702,42.2978368,-71.4226006,ct3
MC282497,APPROVED,Four Trees Holyoke LLC,845-418-5347,1 Cabot Street,cty2,MA,1040,42.197299,-72.603448,ct2
MC282081,APPROVED,berkley botanicals llc,401-497-4033,44 county street,cty190,MA,2779,41.843225,-71.022075,ct8
MC282454,APPROVED,CastleRock Agricultural Enterprises Incorporated,508-868-3960,257 WALNUT HILL RD,cty191,MA,1005,42.4178744,-72.08413393,ct10
MD1298,APPROVED,Green Flash Delivery LLC,857-261-4763,225 Southampton St.,cty192,MA,2119,42.33090725,-71.06607793,ct6
MC281756,APPROVED,Higher Purpose Corporation,413-464-9037,392 Merrill Rd,cty74,MA,1201,42.45835705,-73.2105171,ct4
MR284920,APPROVED,"FFD Enterprises MA, Inc.",860-490-0359,175 Memorial Avenue,cty177,MA,1089,42.0964876,-72.59968619,ct2
MC283415,APPROVED,DayDreamz Estates LLC,413-429-5662,68 Sandisfield Road,cty63,MA,1255,42.092236,-73.08250908,ct4
MP282046,APPROVED,Debilitating Medical Condition Treatment Centers,413-374-1915,11-13 Hampden St,cty13,MA,1103,42.1039132,-72.59431,ct2
MR282388,APPROVED,"Apotho Therapeutics Plainville, LLC",401-649-1677,119 Washington St,cty62,MA,2762,42.01719195,-71.31681719,ct1
MR282562,APPROVED,"Lazy River Products, LLC",978-549-2266,145 Broadway Rd,cty193,MA,1826,42.67534225,-71.29398418,ct3
MR284442,REOPENED,FASTEDDYBOSTON LLC,978-294-3213,176 D street,cty193,MA,1826,42.6948217,-71.3635683,ct3
PDO103628,APPROVED,TZ Delivery LLC,410-370-6330,60 Damon Rd.,cty21,MA,1060,42.34170265,-72.63692327,ct9
MR283369,APPROVED,"Diem Lynn, LLC",617-523-0600,75 North Main Street,cty162,MA,2368,42.16425252,-71.04233232,ct1
MR282853,APPROVED,BKPN LLC,978-319-2773,1274 Merrimack Street,cty194,MA,1826,42.6497902,-71.3221184,ct3
MC281787,APPROVED,"Health Circle, Inc.",917-428-8461,21 Commerce Road,cty76,MA,2370,42.16389183,-70.90123906,ct11
PDO103036,APPROVED,"DB Delivery MA, LLC",888-836-6243,6 Liberty Square,cty6,MA,2109,42.3580602,-71.0552331,ct6
MP282269,APPROVED,"Fusion Drop, LLC",781-424-4556,800 Hingham St.,cty76,MA,2370,42.1588797,-70.90424095,ct11
MD1258,APPROVED,"DB Delivery MA, LLC",888-836-6243,6 Liberty Square,cty6,MA,2109,42.3580602,-71.0552331,ct6
MR284913,APPROVED,Pluto Cannabis Co.,781-738-1302,193 Oxford St,cty154,MA,1901,42.46332143,-70.94734976,ct13
MR282952,APPROVED,Fresh Fields LLC,518-222-7891,"1700 Shawsheen St, 2nd Floor",cty96,MA,1876,42.6215881,-71.18466761,ct3
MR281362,APPROVED,"Cannabis Connection, Inc",413-579-8055,40 Westfield Industrial Park,cty132,MA,1085,42.141908,-72.729416,ct2
PDO103035,APPROVED,"Legal Greens, LLC",857-333-8143,93 Pleasant St  R,cty26,MA,2301,42.085896,-71.022535,ct11
MR284222,APPROVED,New Dia Fenway LLC,617-763-5159,8 Zoar St,cty47,MA,1604,42.237138,-71.76873314,ct10
MR282118,APPROVED,"Nature's Remedy of Massachusetts, Inc.",603-231-1991,110 Turnpike Road,cty134,MA,1581,42.28414205,-71.6022771,ct10
MR283351,APPROVED,"Full Harvest Moonz, Inc.",781-254-6765,95-101 Plaistow Road,cty161,MA,1830,42.813738,-71.102615,ct13
MC283117,APPROVED,Greenfield Greenery LLC,617-742-6640,120 Fulton Street,cty6,MA,2109,42.36316675,-71.05269294,ct6
PDO103031,APPROVED,"Artis, LLC",203-313-9756,29 Harding ST,cty107,MA,2346,41.90277145,-70.972708,ct11
MR282202,APPROVED,Terrasol LLC,508-649-0387,702 N Montello St.,cty26,MA,2301,42.10192325,-71.01972549,ct11
MP282270,REOPENED,JMJ HOLDINGS CORPORATION,617-962-5333,100 State Street,cty6,MA,2109,42.3592612,-71.0550767,ct6
MC281390,APPROVED,"Mantis Management Group, LLC",617-270-2061,2 Juniper St,cty24,MA,1475,42.685923,-72.04501,ct10
MR281353,APPROVED,"Budega, Inc.",773-818-4678,1 Park Lane,cty6,MA,2210,42.3483225,-71.0381902,ct6
MC283819,APPROVED,"Elevated, Inc.",617-991-7536,223 MEADOW NECK ROAD,cty195,MA,2536,41.569593,-70.51492838,ct7
MP281865,REOPENED,"Izapa Stela 5, LLC",281-905-1433,703 School St,cty24,MA,1475,42.71394835,-72.07771705,ct10
MP281541,APPROVED,"Deerfield Naturals, Inc.",413-387-9021,10 Greenfield Road,cty140,MA,1373,42.47303155,-72.61218576,ct5
MP282139,APPROVED,Blossom Flower LLC,413-250-6104,1 Cabot Street,cty180,MA,1040,42.197299,-72.603448,ct2
MC281307,APPROVED,MACA Industries LLC,508-473-1161,Law Offices of Michael M. Kaplan,cty61,MA,1757,42.1413353,-71.5192019,ct10
MC282151,REOPENED,"Middlesex Integrative Medicine, Inc.",617-904-9424,155 Federal Street,cty6,MA,2110,42.35372335,-71.05654238,ct6
MR281959,APPROVED,"Two Buds, LLC",781-910-1128,One Liberty Square,cty6,MA,2109,42.35764765,-71.05488496,ct6
MC282237,APPROVED,Caregiver-Patient Connection LLC,978-621-3567,295 Vernon Ave.,cty116,MA,1005,42.3835863,-72.08674387,ct10
MC283585,APPROVED,"The Green Lady Dispensary, Inc.",914-490-5426,370 Wareham Street,cty50,MA,2346,41.85792655,-70.86407254,ct11
MR284765,APPROVED,ELEVATION RETAIL LLC,781-316-7626,0 PHILLIPS RD.,cty196,MA,2740,41.715854,-70.947619,ct8
MR284026,APPROVED,"JO Gardner, Inc.",508-439-4333,110 Turnpike Road,cty134,MA,1581,42.28414205,-71.6022771,ct10
MR282077,APPROVED,"Ascend Mass, LLC",617-721-5844,500 Totten Pond Road,cty18,MA,2451,42.39684278,-71.25783537,ct3
MC283849,APPROVED,Burn Bright LLC,774-400-5965,1 Cabot Street Unit #8,cty2,MA,1040,42.197299,-72.603448,ct2
PMD6028,REOPENED,GreenDaze,413-734-6083,52 Osborne Terrace,cty13,MA,1104,42.1418408,-72.55950993,ct2
PDO103125,APPROVED,Clovercraft LLC,413-539-3059,30 Norwood Ave.,cty170,MA,1062,42.32306,-72.662748,ct9
MC281466,APPROVED,"EMB Natural Ventures, LLC",203-444-6551,140 Middle Water Street,cty2,MA,1040,42.195634,-72.603221,ct2
MR284277,APPROVED,"Hall Road, LLC",508-943-7800,40 Hall Road,cty53,MA,1571,42.0355582,-71.92307318,ct10
MR282961,APPROVED,"Cosmopolitan Dispensary, Inc.",508-789-7421,82 Hartwell Street,cty14,MA,2720,41.69835525,-71.15316054,ct8
MR281755,APPROVED,Fairway Botanicals Inc.,617-642-5235,882-884 South St,cty133,MA,2131,42.288579,-71.1343182,ct6
MR284723,REOPENED,"Wildflower Cannabis, LLC",617-594-1403,159 Brook Road,cty12,MA,2169,42.2392776,-71.00889165,ct1
MC282370,APPROVED,"Agricultural Healing, Inc.",774-644-8227,278 Scranton Avenue,cty195,MA,2540,41.5463526,-70.60512662,ct7
MD1306,APPROVED,"Pineapple Express, LLC",413-478-7878,64 Elm Circle,cty177,MA,1089,42.11160085,-72.62738527,ct2
MR283946,APPROVED,"Sira Naturals, Inc.",617-833-2077,300 Trade Center Drive,cty43,MA,1801,42.499513,-71.162528,ct3
PMD5980,APPROVED,High Honors LLC,617-686-0896,75 Kathleen Road,cty197,MA,2190,42.1824798,-70.96017095,ct1
MR283074,APPROVED,"Silver Therapeutics, Inc.",518-570-9067,82 Wendell Ave,cty74,MA,1201,42.4452914,-73.25314036,ct4
MB282362,APPROVED,876 Grow Inc,413-433-5247,360 Race Street,cty2,MA,1040,42.20068604,-72.60750612,ct2
MP281446,APPROVED,"Cape Cod Grow Lab, LLC",508-348-0065,1399 Freemans Way,cty198,MA,2631,41.73635822,-70.00639442,ct7
PMD5914,APPROVED,Flower Xpress,617-777-4492,63 Pond Street,cty84,MA,2067,42.120997,-71.178687,ct1
MR281344,APPROVED,"Alternative Therapies Group, Inc.",617-549-8575,"24R Pleasant St, Unit 2",cty89,MA,1950,42.810523,-70.871166,ct13
PMD5791,APPROVED,SEED5,617-372-0364,1602 Blue Hill Ave.,cty159,MA,2126,42.2690987,-71.0933406,ct6
MR281885,APPROVED,Spencer House LLC,413-212-2325,3235 Main Street,cty199,MA,1223,42.3275167,-73.08372802,ct4
MR282126,APPROVED,"Turning Leaf Centers Otis, LLC",732-406-1000,1570 north main road,cty167,MA,2153,42.23269835,-73.11011731,ct4
MR283992,APPROVED,Main Street Medicinals LLC,617-894-1857,82 Wendell Avenue,cty74,MA,1201,42.4452914,-73.25314036,ct4
DO100109,APPROVED,We Can Deliver Boston LLC,508-315-7240,44 Stellman Rd,cty133,MA,2131,42.28911445,-71.12195679,ct6
MR283689,APPROVED,JWTC Wick LLC,978-879-7840,264 Newburyport Turnpike,cty178,MA,1969,42.7110247,-70.9082283,ct13
PMD5910,APPROVED,"Canndle Massachusetts, LLC",773-255-3375,935 Great Plain Ave,cty10,MA,2492,42.28036038,-71.235298,ct1
IL281290,APPROVED,Massbiolytics Corp,978-655-1005,"20 Commercial Drive, Ste  2001",cty193,MA,1826,42.7033032,-71.25003208,ct3
MC282987,APPROVED,Green Patriot LLC,508-397-0217,110 Bullards Crossing,cty200,MA,1235,42.3940074,-73.1201475,ct4
PMD5809,APPROVED,Mononc Labs LLC,774-274-6483,567 Pleasant St STE 8,cty26,MA,2301,42.08967835,-71.04309618,ct11
MP282161,APPROVED,Green Origin Farm LLC,774-329-0410,93 Glasheen Rd.,cty201,MA,1366,42.49907355,-72.13354294,ct10
MC282690,APPROVED,Cannatech Medicinals Inc.,508-356-6600,33 Union Street,cty6,MA,2108,42.3611907,-71.05667155,ct6
MC282703,APPROVED,"DMA HOLDINGS (MA), LLC",508-943-7800,35 Chase Avenue,cty53,MA,1571,42.04119895,-71.88973892,ct10
MP281306,APPROVED,"New England Treatment Access, LLC.",617-285-4461,5 Forge Parkway,cty67,MA,2038,42.083688,-71.440426,ct1
MP281779,APPROVED,"Silver Therapeutics, Inc.",518-570-9067,82 Wendell Ave,cty74,MA,1201,42.4452914,-73.25314036,ct4
MP281426,APPROVED,"I.N.S.A., Inc.",413-206-6339,"122 Pleasant Street,",cty35,MA,1027,42.27307009,-72.66395921,ct9
MC283335,APPROVED,H&H Cultivation LLC,617-637-5894,42 Main Street,cty2,MA,1040,42.20491415,-72.60227624,ct2
MR281248,APPROVED,"Late Spring, Inc. D/B/A Gage Cannabis Company",978-423-1520,38 Littleton Rd,cty106,MA,1432,42.551565,-71.566349,ct3
MC283774,APPROVED,Healing Gardens LLC,508-922-8512,19 Richards Road,cty64,MA,2360,41.957825,-70.707376,ct11
MC283045,APPROVED,ZGC LLC,857-529-7422,200 HIGHLAND AVENUE,cty202,MA,2494,42.3041745,-71.22012783,ct1
MC282119,APPROVED,"Heal Cultivation, LLC",617-965-3500,70 Pulaski Street,cty146,MA,1083,42.20933305,-72.23196838,ct10
MP282173,APPROVED,"TSC Operations, LLC",508-494-5238,56 Industrial Dr.,cty23,MA,1569,42.0392196,-71.61399279,ct10
MR283321,APPROVED,Sparkboro Wellness NAMA Corp.,347-735-8010,1268 Curran Highway,cty203,MA,1247,42.667511,-73.107176,ct4
MR284875,APPROVED,Build A Life Legacy LLC,617-777-4492,536-538 River St,cty204,MA,2126,42.267034,-71.094695,ct6
MC281850,APPROVED,"ACK Natural, LLC",617-331-0709,"50 Commonwealth Ave, Suite 1",cty6,MA,2108,42.352732,-71.073959,ct6
PMD5902,APPROVED,Many Rivers LLC,508-309-4589,41 Eaton Road W,cty54,MA,1701,42.3449351,-71.43145424,ct3
PMD5816,APPROVED,Green Speed Delivery LLC,508-264-2530,226 South Main Street,cty14,MA,2721,41.69930643,-71.15734286,ct8
MR283436,APPROVED,"Pharmacannis Massachusetts, Inc.",312-667-6231,164 Grove Street,cty67,MA,2038,42.0685087,-71.42506802,ct1
MP282237,APPROVED,Carbon Canopy Corporation,617-797-6325,183 Davis St.,cty86,MA,1516,42.05869305,-71.68808459,ct10
MC281841,APPROVED,BCWC LLC,508-212-4490,34 Extension Street,cty22,MA,2703,41.9182546,-71.3248453,ct8
MB281521,APPROVED,Grow Team Gardens LLC,978-996-8706,705 Dutton St,cty20,MA,1854,42.64066654,-71.32005715,ct3
PDO103181,APPROVED,Kush Kart LLC,845-741-5582,11 Hadwen Road,cty47,MA,1602,42.2665085,-71.83170913,ct10
MR282356,APPROVED,"Northempton Enterprises, Inc.",617-816-7067,2 Conz Street,cty21,MA,1060,42.31609215,-72.63070204,ct9
