RecordNo,SaleDate,ProductCategoryName,UnitOfMeasureName,TotalPrice,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,CCCLastUpdated
11862,8/24/2021,Infused (edible),Each,446586.56,18501,446586.56,0,0,18501,3/22/2024
11862,8/24/2021,Vape Product,Each,732736.46,12954,732736.46,0,0,12954,3/22/2024
11862,8/24/2021,Buds,Grams,1537.59,0,0,117,1537.59,117,3/22/2024
11862,8/24/2021,Shake/Trim,Grams,5204.18,0,0,708.5,5204.18,708.5,3/22/2024
11862,8/24/2021,Raw Pre-Rolls,Pounds,16,0,0,0,16,0,3/22/2024
11862,8/24/2021,Infused (non-edible),Each,8.34,1,8.34,0,0,1,3/22/2024
11862,8/24/2021,Infused Beverage,Each,67.02,10,67.02,0,0,10,3/22/2024
11862,8/24/2021,Kief,Grams,2534.93,0,0,100.9,2534.93,100.9,3/22/2024
11862,8/24/2021,Buds,Milligrams,410,0,0,35000,410,35000,3/22/2024
11862,8/24/2021,Concentrate,Milligrams,230,0,0,3000,230,3000,3/22/2024
11862,8/24/2021,Buds,Grams,1486920.13,0,0,108705.35,1486920.13,108705.35,3/22/2024
11862,8/24/2021,Raw Pre-Rolls,Grams,291.72,0,0,16.5,291.72,16.5,3/22/2024
11862,8/24/2021,Concentrate (Each),Each,238947.9,4454,238947.9,0,0,4454,3/22/2024
11862,8/24/2021,Raw Pre-Rolls,Grams,632.01,0,0,47,632.01,47,3/22/2024
11862,8/24/2021,Infused Pre-Rolls,Grams,20.01,0,0,1.5,20.01,1.5,3/22/2024
11894,8/25/2021,Raw Pre-Rolls,Milligrams,940.5,0,0,72500,940.5,72500,3/22/2024
11894,8/25/2021,Shake/Trim,Milligrams,78.75,0,0,21000,78.75,21000,3/22/2024
11894,8/25/2021,Buds,Milligrams,523,0,0,45500,523,45500,3/22/2024
11894,8/25/2021,Infused Pre-Rolls,Grams,20,0,0,0.75,20,0.75,3/22/2024
11894,8/25/2021,Buds,Grams,133.35,0,0,8.5,133.35,8.5,3/22/2024
11894,8/25/2021,Concentrate (Each),Each,345.83,7,345.83,0,0,7,3/22/2024
11894,8/25/2021,Concentrate,Milligrams,515,0,0,6500,515,6500,3/22/2024
11894,8/25/2021,Kief,Grams,30,0,0,5.3,30,5.3,3/22/2024
11894,8/25/2021,Concentrate (Bulk),Grams,250,0,0,5,250,5,3/22/2024
11894,8/25/2021,Infused (edible),Each,490164.88,20696,490164.88,0,0,20696,3/22/2024
11894,8/25/2021,Infused (non-edible),Each,68,3,68,0,0,3,3/22/2024
11894,8/25/2021,Infused Pre-Rolls,Grams,27855.71,0,0,920,27855.71,920,3/22/2024
11894,8/25/2021,Raw Pre-Rolls,Grams,366.71,0,0,22.06,366.71,22.06,3/22/2024
11894,8/25/2021,Shake/Trim (by strain),Grams,22620.19,0,0,3755.5,22620.19,3755.5,3/22/2024
11894,8/25/2021,Vape Product,Each,759182.96,14282,759182.96,0,0,14282,3/22/2024
11894,8/25/2021,Concentrate (Each),Each,233323.57,4347,233323.57,0,0,4351.5,3/22/2024
11894,8/25/2021,Kief,Grams,3404.43,0,0,162,3404.43,162,3/22/2024
11894,8/25/2021,Infused (edible),Each,70.84,3,70.84,0,0,3,3/22/2024
11894,8/25/2021,Buds,Grams,937.52,0,0,66.4,937.52,66.4,3/22/2024
11894,8/25/2021,Buds,Grams,1517286.28,0,0,111285.1,1517286.28,111285.1,3/22/2024
11894,8/25/2021,Raw Pre-Rolls,Pounds,16,0,0,0,16,0,3/22/2024
11894,8/25/2021,Infused Beverage,Each,150,17,150,0,0,17,3/22/2024
11894,8/25/2021,Raw Pre-Rolls,Grams,278.49,0,0,18.75,278.49,18.75,3/22/2024
11894,8/25/2021,Infused (non-edible),Each,18616.32,455,18616.32,0,0,455,3/22/2024
11894,8/25/2021,Shake/Trim,Grams,2984.04,0,0,392.6,2984.04,392.6,3/22/2024
11894,8/25/2021,Raw Pre-Rolls,Grams,538410.86,0,0,35989.22,538410.86,35989.22,3/22/2024
11894,8/25/2021,Vape Product,Each,705.02,16,705.02,0,0,16,3/22/2024
11894,8/25/2021,Concentrate,Grams,5330.41,0,0,75,5330.41,75,3/22/2024
11894,8/25/2021,Infused (edible),Each,655.32,26,655.32,0,0,26,3/22/2024
11894,8/25/2021,Infused Beverage,Each,30748.02,3876,30748.02,0,0,3876,3/22/2024
11924,8/26/2021,Raw Pre-Rolls,Grams,95.85,0,0,5.5,95.85,5.5,3/22/2024
11924,8/26/2021,Kief,Grams,3524.36,0,0,168,3524.36,168,3/22/2024
11924,8/26/2021,Shake/Trim (by strain),Grams,17610.44,0,0,2392.5,17610.44,2392.5,3/22/2024
11924,8/26/2021,Raw Pre-Rolls,Grams,597588.18,0,0,39167.62,597588.18,39167.62,3/22/2024
11924,8/26/2021,Infused (non-edible),Each,20484.9,466,20484.9,0,0,466,3/22/2024
11924,8/26/2021,Raw Pre-Rolls,Milligrams,833.12,0,0,55500,833.12,55500,3/22/2024
11924,8/26/2021,Infused (edible),Each,70.84,3,70.84,0,0,3,3/22/2024
11924,8/26/2021,Concentrate,Milligrams,710,0,0,9000,710,9000,3/22/2024
11924,8/26/2021,Concentrate (Bulk),Grams,150,0,0,2.5,150,2.5,3/22/2024
11924,8/26/2021,Shake/Trim,Grams,2195.84,0,0,297.6,2195.84,297.6,3/22/2024
11924,8/26/2021,Infused (non-edible),Each,60,3,60,0,0,3,3/22/2024
11924,8/26/2021,Raw Pre-Rolls,Grams,426.83,0,0,30.5,426.83,30.5,3/22/2024
11924,8/26/2021,Infused (edible),Each,555876.29,23023,555876.29,0,0,23023,3/22/2024
11924,8/26/2021,Raw Pre-Rolls,Pounds,48,0,0,0,48,0,3/22/2024
11924,8/26/2021,Vape Product,Each,838403.01,15385,838403.01,0,0,15385,3/22/2024
11924,8/26/2021,Concentrate,Grams,4974.83,0,0,79,4974.83,79,3/22/2024
11924,8/26/2021,Concentrate (Each),Each,255845.97,4843,255845.97,0,0,4843,3/22/2024
11924,8/26/2021,Concentrate (Each),Each,548,10,548,0,0,10,3/22/2024
11924,8/26/2021,Buds,Grams,1427.55,0,0,105.3,1427.55,105.3,3/22/2024
11924,8/26/2021,Infused Pre-Rolls,Grams,60,0,0,2.25,60,2.25,3/22/2024
11924,8/26/2021,Vape Product,Each,830.03,17,830.03,0,0,17,3/22/2024
11924,8/26/2021,Infused Beverage,Each,40519.26,5076,40519.26,0,0,5076,3/22/2024
11924,8/26/2021,Buds,Milligrams,500,0,0,42000,500,42000,3/22/2024
11924,8/26/2021,Infused (edible),Each,739.98,35,739.98,0,0,35,3/22/2024
11924,8/26/2021,Buds,Grams,1690683.01,0,0,127112,1690683.01,127112,3/22/2024
11924,8/26/2021,Infused Pre-Rolls,Grams,29405.36,0,0,962.86,29405.36,962.86,3/22/2024
11924,8/26/2021,Infused Beverage,Each,124,13,124,0,0,13,3/22/2024
11924,8/26/2021,Buds,Grams,66.67,0,0,4.5,66.67,4.5,3/22/2024
11952,8/27/2021,Concentrate (Bulk),Grams,400,0,0,7,400,7,3/22/2024
11952,8/27/2021,Infused (edible),Each,704566.94,29342,704566.94,0,0,29342,3/22/2024
11952,8/27/2021,Infused (non-edible),Each,20,1,20,0,0,1,3/22/2024
11952,8/27/2021,Buds,Grams,2097944.81,0,0,154263.42,2097944.81,154263.42,3/22/2024
11952,8/27/2021,Infused (edible),Each,100,4,100,0,0,4,3/22/2024
11952,8/27/2021,Concentrate,Grams,7047.71,0,0,109,7047.71,109,3/22/2024
11952,8/27/2021,Infused (edible),Each,456.98,21,456.98,0,0,21,3/22/2024
11952,8/27/2021,Infused (non-edible),Each,21055.34,556,21055.34,0,0,556,3/22/2024
11952,8/27/2021,Buds,Milligrams,351,0,0,31500,351,31500,3/22/2024
11952,8/27/2021,Infused Pre-Rolls,Grams,60,0,0,2.25,60,2.25,3/22/2024
11952,8/27/2021,Raw Pre-Rolls,Grams,407.49,0,0,29,407.49,29,3/22/2024
11952,8/27/2021,Raw Pre-Rolls,Grams,195.86,0,0,11.5,195.86,11.5,3/22/2024
11952,8/27/2021,Infused Pre-Rolls,Grams,33341.58,0,0,1114.49,33341.58,1114.49,3/22/2024
11952,8/27/2021,Shake/Trim,Grams,2649.64,0,0,338.2,2649.64,338.2,3/22/2024
11952,8/27/2021,Concentrate (Each),Each,62.5,1,62.5,0,0,1,3/22/2024
11952,8/27/2021,Concentrate,Milligrams,705,0,0,9000,705,9000,3/22/2024
11952,8/27/2021,Raw Pre-Rolls,Grams,729432.76,0,0,47836.09,729432.76,47836.09,3/22/2024
11952,8/27/2021,Kief,Grams,3831.58,0,0,188.9,3831.58,188.9,3/22/2024
11952,8/27/2021,Raw Pre-Rolls,Milligrams,725,0,0,45500,725,45500,3/22/2024
11952,8/27/2021,Vape Product,Each,1155.02,23,1155.02,0,0,23,3/22/2024
11952,8/27/2021,Vape Product,Each,1019090.87,18128,1019090.87,0,0,18128,3/22/2024
11952,8/27/2021,Concentrate (Each),Each,316564.82,6036,316564.82,0,0,6036,3/22/2024
11952,8/27/2021,Buds,Grams,1990.28,0,0,168.5,1990.28,168.5,3/22/2024
11952,8/27/2021,Shake/Trim (by strain),Grams,22060.35,0,0,2837,22060.35,2837,3/22/2024
11952,8/27/2021,Buds,Grams,200.01,0,0,13.5,200.01,13.5,3/22/2024
11952,8/27/2021,Raw Pre-Rolls,Pounds,64,0,0,0,64,0,3/22/2024
11952,8/27/2021,Infused Beverage,Each,56445.67,6955,56445.67,0,0,6955,3/22/2024
11952,8/27/2021,Concentrate (Each),Each,276,5,276,0,0,5,3/22/2024
11952,8/27/2021,Infused Beverage,Each,102,13,102,0,0,13,3/22/2024
11981,8/28/2021,Buds,Grams,756.02,0,0,51.2,756.02,51.2,3/22/2024
11981,8/28/2021,Shake/Trim (by strain),Grams,17681.18,0,0,2031.9,17681.18,2031.9,3/22/2024
11981,8/28/2021,Raw Pre-Rolls,Grams,695711.04,0,0,45621.35,695711.04,45621.35,3/22/2024
11981,8/28/2021,Kief,Grams,30,0,0,5.3,30,5.3,3/22/2024
11981,8/28/2021,Vape Product,Each,780,13,780,0,0,13,3/22/2024
11981,8/28/2021,Concentrate (Bulk),Grams,210,0,0,3.5,210,3.5,3/22/2024
11981,8/28/2021,Infused Beverage,Each,46,5,46,0,0,5,3/22/2024
11981,8/28/2021,Concentrate (Each),Each,319165.75,5961,319165.75,0,0,5961,3/22/2024
11981,8/28/2021,Vape Product,Each,980314.68,17501,980314.68,0,0,17501,3/22/2024
11981,8/28/2021,Infused (edible),Each,54.17,2,54.17,0,0,2,3/22/2024
11981,8/28/2021,Concentrate (Each),Each,585,10,585,0,0,10,3/22/2024
11981,8/28/2021,Concentrate,Milligrams,505,0,0,6500,505,6500,3/22/2024
11981,8/28/2021,Infused (non-edible),Each,158,8,158,0,0,8,3/22/2024
11981,8/28/2021,Infused (non-edible),Each,29484.1,703,29484.1,0,0,703,3/22/2024
11981,8/28/2021,Infused Beverage,Each,57133.33,7280,57133.33,0,0,7280,3/22/2024
11981,8/28/2021,Kief,Grams,3243.74,0,0,138.5,3243.74,138.5,3/22/2024
11981,8/28/2021,Buds,Grams,466.7,0,0,31,466.7,31,3/22/2024
11981,8/28/2021,Infused (edible),Each,565.33,18,565.33,0,0,18,3/22/2024
11981,8/28/2021,Concentrate,Grams,8503.13,0,0,128,8503.13,128,3/22/2024
11981,8/28/2021,Concentrate (Each),Each,62.5,1,62.5,0,0,1,3/22/2024
11981,8/28/2021,Infused (non-edible),Each,8.34,1,8.34,0,0,1,3/22/2024
11981,8/28/2021,Shake/Trim,Milligrams,40,0,0,7000,40,7000,3/22/2024
11981,8/28/2021,Buds,Milligrams,234,0,0,21000,234,21000,3/22/2024
11981,8/28/2021,Infused (edible),Each,788710.55,32661,788710.55,0,0,32661,3/22/2024
11981,8/28/2021,Raw Pre-Rolls,Grams,667.5,0,0,45.75,667.5,45.75,3/22/2024
11981,8/28/2021,Shake/Trim,Grams,1771.85,0,0,199.4,1771.85,199.4,3/22/2024
11981,8/28/2021,Infused Pre-Rolls,Grams,24145.29,0,0,815.68,24145.29,815.68,3/22/2024
11981,8/28/2021,Raw Pre-Rolls,Grams,129.19,0,0,7.5,129.19,7.5,3/22/2024
11981,8/28/2021,Buds,Grams,2141816.32,0,0,153505.63,2141816.32,153505.63,3/22/2024
11981,8/28/2021,Raw Pre-Rolls,Milligrams,730,0,0,48000,730,48000,3/22/2024
12011,8/29/2021,Raw Pre-Rolls,Grams,539931.06,0,0,35487.78,539931.06,35487.78,3/22/2024
12011,8/29/2021,Concentrate,Milligrams,510,0,0,7000,510,7000,3/22/2024
12011,8/29/2021,Concentrate (Bulk),Grams,100,0,0,1.5,100,1.5,3/22/2024
12011,8/29/2021,Vape Product,Each,791092.16,14003,791092.16,0,0,14003,3/22/2024
12011,8/29/2021,Infused (edible),Each,570839.4,23587,570839.4,0,0,23587,3/22/2024
12011,8/29/2021,Kief,Grams,3415.1,0,0,128.6,3415.1,128.6,3/22/2024
12011,8/29/2021,Concentrate (Each),Each,260.83,5,260.83,0,0,5,3/22/2024
12011,8/29/2021,Infused (edible),Each,488.98,22,488.98,0,0,22,3/22/2024
12011,8/29/2021,Concentrate,Grams,6490.9,0,0,87,6490.9,87,3/22/2024
12011,8/29/2021,Shake/Trim (by strain),Grams,16852.77,0,0,1996.25,16852.77,1996.25,3/22/2024
12011,8/29/2021,Infused Beverage,Each,38821.36,4875,38821.36,0,0,4875,3/22/2024
12011,8/29/2021,Buds,Grams,800.5,0,0,57.4,800.5,57.4,3/22/2024
12011,8/29/2021,Raw Pre-Rolls,Pounds,59,0,0,0.01,59,0.01,3/22/2024
12011,8/29/2021,Raw Pre-Rolls,Milligrams,437.5,0,0,27500,437.5,27500,3/22/2024
12011,8/29/2021,Infused Beverage,Each,72,4,72,0,0,4,3/22/2024
12011,8/29/2021,Vape Product,Each,480,9,480,0,0,9,3/22/2024
12011,8/29/2021,Buds,Milligrams,379.3,0,0,35000,379.3,35000,3/22/2024
12011,8/29/2021,Infused (non-edible),Each,36,2,36,0,0,2,3/22/2024
12011,8/29/2021,Shake/Trim,Grams,1932.33,0,0,219.9,1932.33,219.9,3/22/2024
12011,8/29/2021,Buds,Grams,1642791.28,0,0,119377.74,1642791.28,119377.74,3/22/2024
12011,8/29/2021,Raw Pre-Rolls,Grams,207.48,0,0,13.5,207.48,13.5,3/22/2024
12011,8/29/2021,Infused Pre-Rolls,Grams,19659.33,0,0,676.66,19659.33,676.66,3/22/2024
12011,8/29/2021,Infused (non-edible),Each,23378.64,565,23378.64,0,0,565,3/22/2024
12011,8/29/2021,Concentrate (Each),Each,253170.61,4700,253170.61,0,0,4700,3/22/2024
12035,8/30/2021,Infused (edible),Each,428728.02,17886,428728.02,0,0,17886,3/22/2024
12035,8/30/2021,Concentrate,Grams,5056.54,0,0,71,5056.54,71,3/22/2024
12035,8/30/2021,Infused (edible),Each,442.33,16,442.33,0,0,16,3/22/2024
12035,8/30/2021,Vape Product,Each,700312.16,12264,700312.16,0,0,12264,3/22/2024
12035,8/30/2021,Kief,Grams,30,0,0,5.3,30,5.3,3/22/2024
12035,8/30/2021,Concentrate,Milligrams,870,0,0,11000,870,11000,3/22/2024
12035,8/30/2021,Infused (non-edible),Each,17840.78,472,17840.78,0,0,472,3/22/2024
12035,8/30/2021,Infused Pre-Rolls,Grams,17639.29,0,0,659.92,17639.29,659.92,3/22/2024
12035,8/30/2021,Buds,Milligrams,351,0,0,31500,351,31500,3/22/2024
12035,8/30/2021,Raw Pre-Rolls,Milligrams,210.5,0,0,13500,210.5,13500,3/22/2024
12035,8/30/2021,Buds,Grams,1480766.24,0,0,107639.79,1480766.24,107639.79,3/22/2024
12035,8/30/2021,Concentrate (Each),Each,230562.73,4260,230562.73,0,0,4260,3/22/2024
12035,8/30/2021,Concentrate (Each),Each,290,5,290,0,0,5,3/22/2024
12035,8/30/2021,Raw Pre-Rolls,Grams,492107.78,0,0,32828.48,492107.78,32828.48,3/22/2024
12035,8/30/2021,Raw Pre-Rolls,Grams,572.49,0,0,39,572.49,39,3/22/2024
12035,8/30/2021,Concentrate (Bulk),Grams,50,0,0,1,50,1,3/22/2024
12035,8/30/2021,Infused Beverage,Each,39,4,39,0,0,4,3/22/2024
12035,8/30/2021,Buds,Grams,1057.05,0,0,76.3,1057.05,76.3,3/22/2024
12035,8/30/2021,Infused (non-edible),Each,114,5,114,0,0,5,3/22/2024
12035,8/30/2021,Shake/Trim,Grams,1361.84,0,0,140.4,1361.84,140.4,3/22/2024
12035,8/30/2021,Infused Beverage,Each,26225.29,3258,26225.29,0,0,3258,3/22/2024
12035,8/30/2021,Raw Pre-Rolls,Pounds,48,0,0,0,48,0,3/22/2024
12035,8/30/2021,Vape Product,Each,1005,18,1005,0,0,18,3/22/2024
12035,8/30/2021,Shake/Trim (by strain),Grams,17120.69,0,0,2155.95,17120.69,2155.95,3/22/2024
12035,8/30/2021,Kief,Grams,3249.33,0,0,146.4,3249.33,146.4,3/22/2024
12060,8/31/2021,Raw Pre-Rolls,Milligrams,123,0,0,7500,123,7500,3/22/2024
12060,8/31/2021,Concentrate (Each),Each,255,5,255,0,0,5,3/22/2024
12060,8/31/2021,Concentrate (Bulk),Grams,80,0,0,2,80,2,3/22/2024
12060,8/31/2021,Vape Product,Each,955,18,955,0,0,18,3/22/2024
12060,8/31/2021,Infused Beverage,Each,118,9,118,0,0,9,3/22/2024
12060,8/31/2021,Vape Product,Each,734186.15,12913,734186.15,0,0,12913,3/22/2024
12060,8/31/2021,Buds,Grams,1620.08,0,0,120.8,1620.08,120.8,3/22/2024
12060,8/31/2021,Concentrate,Grams,7054.07,0,0,102.5,7054.07,102.5,3/22/2024
12060,8/31/2021,Infused (edible),Each,54.17,2,54.17,0,0,2,3/22/2024
12060,8/31/2021,Raw Pre-Rolls,Grams,536614.05,0,0,35845.86,536614.05,35845.86,3/22/2024
12060,8/31/2021,Raw Pre-Rolls,Grams,79.18,0,0,4.5,79.18,4.5,3/22/2024
12060,8/31/2021,Infused Pre-Rolls,Grams,21479.31,0,0,715.24,21479.31,715.24,3/22/2024
12060,8/31/2021,Kief,Grams,2093.11,0,0,108.4,2093.11,108.4,3/22/2024
12060,8/31/2021,Buds,Grams,66.67,0,0,4.5,66.67,4.5,3/22/2024
12060,8/31/2021,Shake/Trim (by strain),Grams,15749.55,0,0,1892.1,15749.55,1892.1,3/22/2024
12060,8/31/2021,Infused (non-edible),Each,18518.81,488,18518.81,0,0,488,3/22/2024
12060,8/31/2021,Concentrate (Each),Each,243155.85,4523,243155.85,0,0,4523,3/22/2024
12060,8/31/2021,Infused (edible),Each,451406.43,19201,451406.43,0,0,19201,3/22/2024
12060,8/31/2021,Buds,Grams,1561828.62,0,0,114435.05,1561828.62,114435.05,3/22/2024
12060,8/31/2021,Infused Beverage,Each,28088.54,3593,28088.54,0,0,3593,3/22/2024
12060,8/31/2021,Shake/Trim,Grams,1710.02,0,0,189.8,1710.02,189.8,3/22/2024
12060,8/31/2021,Buds,Milligrams,209.3,0,0,21000,209.3,21000,3/22/2024
12060,8/31/2021,Concentrate,Milligrams,775,0,0,9500,775,9500,3/22/2024
12060,8/31/2021,Infused (non-edible),Each,68,3,68,0,0,3,3/22/2024
12060,8/31/2021,Raw Pre-Rolls,Grams,640.82,0,0,45.5,640.82,45.5,3/22/2024
12060,8/31/2021,Infused (edible),Each,775.98,36,775.98,0,0,36,3/22/2024
12060,8/31/2021,Infused Pre-Rolls,Grams,40,0,0,1.5,40,1.5,3/22/2024
12087,9/1/2021,Concentrate,Grams,5008.17,0,0,71,5008.17,71,3/22/2024
12087,9/1/2021,Concentrate (Each),Each,254786.85,4858,254786.85,0,0,4858,3/22/2024
12087,9/1/2021,Vape Product,Each,1045,18,1045,0,0,18,3/22/2024
12087,9/1/2021,Infused (non-edible),Each,65,2,65,0,0,2,3/22/2024
12087,9/1/2021,Kief,Grams,3018.4,0,0,132,3018.4,132,3/22/2024
12087,9/1/2021,Raw Pre-Rolls,Milligrams,201,0,0,12500,201,12500,3/22/2024
12087,9/1/2021,Buds,Grams,150,0,0,10.5,150,10.5,3/22/2024
12087,9/1/2021,Infused Beverage,Each,31186.14,4007,31186.14,0,0,4007,3/22/2024
12087,9/1/2021,Buds,Grams,1186.57,0,0,83.2,1186.57,83.2,3/22/2024
12087,9/1/2021,Raw Pre-Rolls,Pounds,32,0,0,0,32,0,3/22/2024
12087,9/1/2021,Infused Pre-Rolls,Grams,25639.39,0,0,843.94,25639.39,843.94,3/22/2024
12087,9/1/2021,Raw Pre-Rolls,Grams,356.49,0,0,25.25,356.49,25.25,3/22/2024
12087,9/1/2021,Infused (edible),Each,489553.99,20774,489553.99,0,0,20774,3/22/2024
12087,9/1/2021,Infused (non-edible),Each,21903.85,546,21903.85,0,0,546,3/22/2024
12087,9/1/2021,Infused (non-edible),Each,8.34,1,8.34,0,0,1,3/22/2024
12087,9/1/2021,Concentrate (Each),Each,1135,21,1135,0,0,21,3/22/2024
12087,9/1/2021,Buds,Grams,1647968.36,0,0,122410.04,1647968.36,122410.04,3/22/2024
12087,9/1/2021,Infused Beverage,Each,54,3,54,0,0,3,3/22/2024
12087,9/1/2021,Concentrate (Bulk),Grams,210,0,0,3.5,210,3.5,3/22/2024
12087,9/1/2021,Raw Pre-Rolls,Grams,95.85,0,0,5.5,95.85,5.5,3/22/2024
12087,9/1/2021,Concentrate,Milligrams,930,0,0,12000,930,12000,3/22/2024
12087,9/1/2021,Vape Product,Each,767942.61,13701,767942.61,0,0,13701,3/22/2024
12087,9/1/2021,Buds,Milligrams,39,0,0,3500,39,3500,3/22/2024
12087,9/1/2021,Infused (edible),Each,204.18,8,204.18,0,0,8,3/22/2024
12087,9/1/2021,Infused (edible),Each,860.99,34,860.99,0,0,34,3/22/2024
12087,9/1/2021,Shake/Trim,Grams,1676.11,0,0,201.4,1676.11,201.4,3/22/2024
12087,9/1/2021,Raw Pre-Rolls,Grams,548739.58,0,0,36579.7,548739.58,36579.7,3/22/2024
12087,9/1/2021,Shake/Trim (by strain),Grams,15626.01,0,0,2198.7,15626.01,2198.7,3/22/2024
12115,9/2/2021,Vape Product,Each,865982.07,15436,865982.07,0,0,15436,3/22/2024
12115,9/2/2021,Infused Beverage,Each,40465.78,5029,40465.78,0,0,5029,3/22/2024
12115,9/2/2021,Infused (edible),Each,857.96,40,857.96,0,0,40,3/22/2024
12115,9/2/2021,Buds,Grams,1827640.04,0,0,135395.71,1827640.04,135395.71,3/22/2024
12115,9/2/2021,Infused (edible),Each,579323.83,24692,579323.83,0,0,24692,3/22/2024
12115,9/2/2021,Infused (non-edible),Each,114,6,114,0,0,6,3/22/2024
12115,9/2/2021,Buds,Grams,66.67,0,0,4.5,66.67,4.5,3/22/2024
12115,9/2/2021,Concentrate (Each),Each,275027.86,5151,275027.86,0,0,5151,3/22/2024
12115,9/2/2021,Concentrate (Each),Each,466,9,466,0,0,9,3/22/2024
12115,9/2/2021,Infused Beverage,Each,124.04,14,124.04,0,0,14,3/22/2024
12115,9/2/2021,Raw Pre-Rolls,Milligrams,193,0,0,12000,193,12000,3/22/2024
12115,9/2/2021,Shake/Trim,Grams,1465.19,0,0,176.5,1465.19,176.5,3/22/2024
12115,9/2/2021,Raw Pre-Rolls,Grams,643440.18,0,0,44295.72,643440.18,44295.72,3/22/2024
12115,9/2/2021,Concentrate (Bulk),Grams,210,0,0,3,210,3,3/22/2024
12115,9/2/2021,Infused (edible),Each,104.17,4,104.17,0,0,4,3/22/2024
12115,9/2/2021,Buds,Milligrams,234,0,0,21000,234,21000,3/22/2024
12115,9/2/2021,Shake/Trim (by strain),Grams,18135.08,0,0,2640.9,18135.08,2640.9,3/22/2024
12115,9/2/2021,Concentrate,Grams,5494.55,0,0,78.5,5494.55,78.5,3/22/2024
12115,9/2/2021,Raw Pre-Rolls,Grams,175.02,0,0,10.5,175.02,10.5,3/22/2024
12115,9/2/2021,Infused Pre-Rolls,Grams,30357.64,0,0,1192.23,30357.64,1192.23,3/22/2024
12115,9/2/2021,Concentrate (Each),Each,125,2,125,0,0,2,3/22/2024
12115,9/2/2021,Infused (non-edible),Each,21594.15,509,21594.15,0,0,509,3/22/2024
12115,9/2/2021,Infused Pre-Rolls,Grams,140,0,0,7.5,140,7.5,3/22/2024
12115,9/2/2021,Concentrate,Milligrams,765,0,0,9500,765,9500,3/22/2024
12115,9/2/2021,Buds,Grams,1241.52,0,0,93.2,1241.52,93.2,3/22/2024
12115,9/2/2021,Vape Product,Each,1040,20,1040,0,0,20,3/22/2024
12115,9/2/2021,Raw Pre-Rolls,Pounds,32,0,0,0,32,0,3/22/2024
12115,9/2/2021,Kief,Grams,3831.58,0,0,172.1,3831.58,172.1,3/22/2024
12115,9/2/2021,Raw Pre-Rolls,Grams,404.49,0,0,28.75,404.49,28.75,3/22/2024
12144,9/3/2021,Concentrate (Each),Each,431,8,431,0,0,8,3/22/2024
12144,9/3/2021,Infused (edible),Each,828500.41,35297,828500.41,0,0,35297,3/22/2024
12144,9/3/2021,Infused (edible),Each,25,1,25,0,0,1,3/22/2024
12144,9/3/2021,Infused Pre-Rolls,Grams,39971.29,0,0,1543.77,39971.29,1543.77,3/22/2024
12144,9/3/2021,Kief,Grams,30,0,0,5.3,30,5.3,3/22/2024
12144,9/3/2021,Infused (non-edible),Each,60,3,60,0,0,3,3/22/2024
12144,9/3/2021,Raw Pre-Rolls,Milligrams,265,0,0,16500,265,16500,3/22/2024
12144,9/3/2021,Vape Product,Each,1125,21,1125,0,0,21,3/22/2024
12144,9/3/2021,Raw Pre-Rolls,Grams,95.85,0,0,5.5,95.85,5.5,3/22/2024
12144,9/3/2021,Concentrate (Bulk),Grams,360,0,0,7.5,360,7.5,3/22/2024
12144,9/3/2021,Buds,Grams,100.01,0,0,6.5,100.01,6.5,3/22/2024
12144,9/3/2021,Infused (non-edible),Each,27345.59,685,27345.59,0,0,685,3/22/2024
12144,9/3/2021,Shake/Trim (by strain),Grams,29455.24,0,0,3832.15,29455.24,3832.15,3/22/2024
12144,9/3/2021,Vape Product,Each,1174237.55,20665,1174237.55,0,0,20665,3/22/2024
12144,9/3/2021,Concentrate (Each),Each,366716.37,6896,366716.37,0,0,6896,3/22/2024
12144,9/3/2021,Concentrate,Grams,8718.09,0,0,127.5,8718.09,127.5,3/22/2024
12144,9/3/2021,Raw Pre-Rolls,Grams,846158.15,0,0,59411.03,846158.15,59411.03,3/22/2024
12144,9/3/2021,Raw Pre-Rolls,Grams,607.8,0,0,43.5,607.8,43.5,3/22/2024
12144,9/3/2021,Kief,Grams,4010.75,0,0,174.1,4010.75,174.1,3/22/2024
12144,9/3/2021,Infused Beverage,Each,142.72,17,142.72,0,0,17,3/22/2024
12144,9/3/2021,Concentrate,Milligrams,1230,0,0,16500,1230,16500,3/22/2024
12144,9/3/2021,Infused Pre-Rolls,Grams,80,0,0,5.25,80,5.25,3/22/2024
12144,9/3/2021,Buds,Grams,1353.55,0,0,93,1353.55,93,3/22/2024
12144,9/3/2021,Raw Pre-Rolls,Pounds,112,0,0,0,112,0,3/22/2024
12144,9/3/2021,Buds,Milligrams,156,0,0,14000,156,14000,3/22/2024
12144,9/3/2021,Shake/Trim,Grams,2719.36,0,0,317.4,2719.36,317.4,3/22/2024
12144,9/3/2021,Infused Beverage,Each,69028.27,8888,69028.27,0,0,8888,3/22/2024
12144,9/3/2021,Buds,Grams,2332595.3,0,0,172706.11,2332595.3,172706.11,3/22/2024
12144,9/3/2021,Infused (edible),Each,1040.31,53,1040.31,0,0,53,3/22/2024
12173,9/4/2021,Infused (edible),Each,1093.1,56,1093.1,0,0,56,3/22/2024
