,application_status,license_type,APPLICATION_CLASSIFICATION,APPLICATION_CLASSIFICATION-1,APPLICATION_CLASSIFICATION-2,APPROVED_LICENSE_TYPE,Approved_License_Stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_zipcode,BUSINESS_EMAIL,BUSINESS_PHONE,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,EIN_TIN,APPLICATION_NUMBER,SUBMITTED_DATE,FIRST_COMPLIANCE_REVIEW_DATE,LIC_FEE_PAYMENT_SUBMITTED_DATE,PRIORITY,FEE_WAIVER_REQUEST,FEE_WAIVER_EE_OR_SE_NUMBER,EE_PRIORITY_STATUS,EE_PRIORITY_NUMBER_FROM_ACCOUNT,EE_PRIORITY_NUMBER_FROM_APPLICATION,RMD_PRIORITY_STATUS,RMD_PRIORITY_NUMBER_FROM_ACCOUNT,RMD_PRIORITY_NUMBER_FROM_APPLICATION,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,APPLICATION_CREATED_DATE,CNB_DEEMED_COMPLETE_DATE,APPLICATION_APPROVED_DATE,LIC_START_DATE,LIC_EXPIRATION_DATE,PMT_AMOUNT,LIC_FEE_AMOUNT,ZIP,Town,county,county_lat,county_long,Region,ESTABLISHMENT_ADDRESS_2,establishment_state,latitude,longitude,APPROVED_SE_NUMBER,CCCLastUpdated
193,APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,11/30/21,COMPLETE,MC282540,"Good Chemistry Nurseries of Massachusetts, LLC",Holliston,1746,joe.sandoval@goodchem.org,303-810-1554,50 Congress Street,Suite 420,Boston,MA,2109,POINT (-71.275566 42.459085),POINT (-71.462894 42.1648890),1550 Larimer Street,#296,Denver,CO,80202,84-2733953,MCN282540,Wed Jul 08 2020 15:46:27 GMT-0400 (Eastern Daylight Time),Fri Mar 27 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 17:56:31 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,APPROVED,RP201817,RPA201817,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",Thu Jul 15 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Dec 16 2019 13:35:29 GMT-0500 (Eastern Standard Time),Fri Jul 10 2020 09:13:06 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:09:03 GMT-0400 (Eastern Daylight Time),Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jan 08 2025 03:00:00 GMT-0500 (Eastern Standard Time),600,5000,1746,Holliston,Middlesex,42.459085,-71.275566,Central MA,,MA,42.164889,-71.462894,,3/22/24
194,APPROVED,Marijuana Cultivator,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MC283578,"Kief USA, LLC",Attleboro,2703,huizinma@gmail.com,857-321-1588,1 Turner Street fka 330 Turner Street,,Attleboro,MA,2703,POINT (-71.102131 41.778329),POINT (-71.380156 41.8974630),1 Turner Street fka 330 Turner Street,,Attleboro,MA,2703,87-0968717,MCN283578,Fri Oct 22 2021 12:12:22 GMT-0400 (Eastern Daylight Time),Wed Sep 29 2021 08:51:12 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,Minority-Owned Business | Woman-Owned Business,Indoor,"Tier 11: 90,001 to 100,000 sq. ft",,Mon Aug 23 2021 11:18:40 GMT-0400 (Eastern Daylight Time),Mon Nov 15 2021 15:44:26 GMT-0500 (Eastern Standard Time),Mon Feb 14 2022 16:20:52 GMT-0500 (Eastern Standard Time),,,2000,,2703,Attleboro,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,41.897463,-71.380157,,3/22/24
195,APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5785,KushKart,,,tamsam915@gmail.com,845-741-5582,11 Hadwen Road,,Worcester,MA,1602,,,11 Hadwen Road,,Worcester,MA,1602,85-1639387,PMDA5785,Thu Jul 08 2021 16:30:10 GMT-0400 (Eastern Daylight Time),Thu Jul 08 2021 13:04:29 GMT-0400 (Eastern Daylight Time),,,,SE304623,,,,,,,Not a DBE,,,,Thu May 27 2021 18:38:18 GMT-0400 (Eastern Daylight Time),,Mon Jul 26 2021 10:46:07 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 26 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,MA,,,SE304623,3/22/24
196,APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,3/1/21,COMPLETE,MR283231,Caregiver-Patient Connection LLC/d.b.a. Local Roots,Sturbridge,1566,dean@theconnection.community,978-621-3567,365 Main St,,Sturbridge,MA,1566,POINT (-71.840209 42.329642),POINT (-72.088797 42.1112189),"910 Boston Post Rd., Ste. #310",,Marlborough,MA,1752,83-3954417,MRN283231,Tue Jul 21 2020 13:30:03 GMT-0400 (Eastern Daylight Time),Tue May 26 2020 10:41:44 GMT-0400 (Eastern Daylight Time),,TRUE,,,,,,APPROVED,RP201819,,Not a DBE,,,Thu Feb 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jan 13 2020 12:49:49 GMT-0500 (Eastern Standard Time),Fri Jul 24 2020 08:56:50 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 12:50:33 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 19 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500,10000,1566,Sturbridge,Worcester,42.329642,-71.840209,Central MA,,MA,42.111219,-72.088797,,3/22/24
197,APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,FINAL LICENSE,FINAL LICENSE,,COMPLETE,MC281899,Mainely Productions LLC,Uxbridge,1569,mainelyproductions@gmail.com,207-522-1308,660 Douglas street,Suite #600,Uxbridge,MA,1569,POINT (-71.840209 42.329642),POINT (-71.669275 42.0624109),11 Upton Street,Apt #4,Boston,MA,2118,83-4608346,MCN281899,Fri Jun 12 2020 10:04:00 GMT-0400 (Eastern Daylight Time),Thu Feb 13 2020 00:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 25 2020 16:27:03 GMT-0500 (Eastern Standard Time),,,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",Thu Jan 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jan 02 2019 20:01:25 GMT-0500 (Eastern Standard Time),Fri Jun 12 2020 10:26:03 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 14:10:58 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Nov 25 2024 03:00:00 GMT-0500 (Eastern Standard Time),400,2500,1569,Uxbridge,Worcester,42.329642,-71.840209,Central MA,,MA,42.062411,-71.669276,,3/22/24
198,APPROVED,Independent Testing Laboratory,Expedited Review - License Type,Expedited,License Type,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,IL281311,"Green Armory Laboratories, Inc",Worcester,1606,pwboss@aol.com,978-807-8048,124 West Boylston Street,,Worcester,MA,1606,POINT (-71.840209 42.329642),POINT (-71.760833 42.2529370),124 West Boyston Street,,Worcester,MA,1606,84-2001435,ILN281311,Mon Nov 01 2021 12:42:23 GMT-0400 (Eastern Daylight Time),Mon Dec 21 2020 16:35:00 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,Not a DBE,,,,Wed Mar 27 2019 14:07:18 GMT-0400 (Eastern Daylight Time),Fri Nov 05 2021 10:19:55 GMT-0400 (Eastern Daylight Time),Wed Jan 26 2022 14:07:36 GMT-0500 (Eastern Standard Time),Tue Jun 28 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jun 28 2023 04:00:00 GMT-0400 (Eastern Daylight Time),1500,10000,1606,Worcester,Worcester,42.329642,-71.840209,Central MA,,MA,42.252937,-71.760833,,3/22/24
199,PENDING,Marijuana Retailer,General Applicant,General Applicant,General Applicant,IN PROCESS,IN PROCESS,,INCOMPLETE,MR284805,"Lazy River Products - Tewksbury, LLC",Tewksbury,1876,wcassotis@lazyriverproducts.com,978-549-2266,553 Main Street Unit 2,,Tewksbury,MA,1876,POINT (-71.275566 42.459085),,155 Broadway Road,Suite 5,Dracut,MA,1826,92-0947132,MRN284805,Fri Feb 02 2024 13:01:38 GMT-0500 (Eastern Standard Time),Fri Jan 12 2024 16:45:23 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,Not a DBE,,,,Thu Nov 03 2022 14:22:05 GMT-0400 (Eastern Daylight Time),,,,,1500,,1876,Tewksbury,Middlesex,42.459085,-71.275566,Northeast,,MA,,,,3/22/24
200,APPROVED,Marijuana Product Manufacturer,Priority Review - MTC Priority,Priority,MTC Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281564,NS AJO Holdings Inc.,Fitchburg,1420,aidan423@gmail.com,617-610-0761,67 Dana Street,Unit 1,Cambridge,MA,2138,POINT (-71.840209 42.329642),POINT (-71.847296 42.5515070),67 Dana Street,Unit 1,Cambridge,MA,2138,85-5166002,MPN281564,Tue Dec 24 2019 09:15:24 GMT-0500 (Eastern Standard Time),Wed Mar 06 2019 00:00:00 GMT-0500 (Eastern Standard Time),Mon May 25 2020 20:48:06 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,APPROVED,RP201991,RPA201991,Not a DBE,,,,Sat Dec 29 2018 16:11:04 GMT-0500 (Eastern Standard Time),Wed Jan 15 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 05 2020 12:22:28 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat May 25 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300,10000,1420,Fitchburg,Worcester,42.329642,-71.840209,Central MA,,MA,42.551507,-71.847296,,3/22/24
201,APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,5/17/21,COMPLETE,MP281555,TYCA Green,Clinton,1510,caroline.h.pierce@gmail.com,617-646-9489,470 Main St.,,Clinton,MA,1510,POINT (-71.840209 42.329642),POINT (-71.690029 42.4164019),470 Main St.,,Clinton,MA,1510,83-1534263,MPN281555,Fri Jan 03 2020 11:47:37 GMT-0500 (Eastern Standard Time),Fri Aug 09 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Feb 06 2020 11:00:18 GMT-0500 (Eastern Standard Time),,,,,,,,,,Not a DBE,,,Thu Feb 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Mon Dec 10 2018 16:34:29 GMT-0500 (Eastern Standard Time),Fri Nov 01 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 16 2020 15:45:22 GMT-0500 (Eastern Standard Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 13 2025 04:00:00 GMT-0400 (Eastern Daylight Time),300,10000,1510,Clinton,Worcester,42.329642,-71.840209,Central MA,,MA,42.416402,-71.69003,,3/22/24
202,APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,12/16/22,COMPLETE,MR283113,"B.O.T. REALTY, LLC",Fitchburg,1420,omgdispensaryoffice@gmail.com,978-503-7040,223 LUNENBURG ST,,FITCHBURG,MA,1420,POINT (-71.840209 42.329642),POINT (-71.780385 42.5848829),227 LUNENBURG ST,,FITCHBURG,MA,1420,20-5109733,MRN283113,Thu Jul 29 2021 09:14:00 GMT-0400 (Eastern Daylight Time),Thu Apr 08 2021 16:19:41 GMT-0400 (Eastern Daylight Time),Sat Nov 27 2021 14:40:54 GMT-0500 (Eastern Standard Time),,,,,,,,,,Not a DBE,,,Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Nov 10 2019 14:24:01 GMT-0500 (Eastern Standard Time),Mon Aug 23 2021 14:47:13 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 14:33:41 GMT-0500 (Eastern Standard Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 27 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500,10000,1420,Fitchburg,Worcester,42.329642,-71.840209,Central MA,,MA,42.584883,-71.780386,,3/22/24
203,APPROVED,Marijuana Delivery Operator,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,FINAL LICENSE,FINAL LICENSE,,COMPLETE,MD1262,Grassp Ventures LLC,Salem,1970,masscannabisbusiness@gmail.com,617-852-0397,141 W State St,,Granby,MA,1033,POINT (-70.970827 42.635475),,82 Wendell Ave.,STE 100,Pittsfield,MA,1201,85-3437870,MDA1262,Thu Sep 09 2021 10:03:08 GMT-0400 (Eastern Daylight Time),Wed Sep 01 2021 15:03:43 GMT-0400 (Eastern Daylight Time),,,,SE303896,,,,,,,Not a DBE,,,Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jul 12 2021 12:37:27 GMT-0400 (Eastern Daylight Time),Fri Sep 17 2021 10:43:05 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 14:43:38 GMT-0500 (Eastern Standard Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Nov 18 2024 03:00:00 GMT-0500 (Eastern Standard Time),,,1970,Salem,Essex,42.635475,-70.970827,Northeast,,MA,,,SE303896,3/22/24
204,APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,8/16/21,COMPLETE,MR282975,RC Retail Amherst LLC,Amherst,1002,sam@red-cardinal.net,203-639-5153,328 College Street,,Amherst,MA,1002,POINT (-72.62073 42.322256),POINT (-72.503100 42.3733080),200 Pratt Street,,Meriden,CT,6450,84-2935348,MRN282975,Wed Jul 29 2020 16:05:30 GMT-0400 (Eastern Daylight Time),Fri Feb 28 2020 00:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,Not a DBE,,,Thu Jul 15 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Sep 04 2019 16:04:19 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 08:13:35 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:22:34 GMT-0500 (Eastern Standard Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Tue Dec 03 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500,10000,1002,Amherst,Hampshire,42.322256,-72.62073,Western MA,,MA,42.373308,-72.5031,,3/22/24
205,APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,2/10/23,COMPLETE,MR283714,"Thrive Cultivation & Dispensary, LLC",Shirley,1464,acardillo@thriveofma.com,781-858-9491,53 Midland Drive,,Waltham,MA,2451,POINT (-71.275566 42.459085),POINT (-71.664574 42.530338),53 Midland Drive,,Waltham,MA,2451,84-3572060,MRN283714,Fri Dec 11 2020 14:10:55 GMT-0500 (Eastern Standard Time),Tue Dec 08 2020 12:50:10 GMT-0500 (Eastern Standard Time),Thu Jun 10 2021 10:10:35 GMT-0400 (Eastern Daylight Time),,no,,,,,,,,Not a DBE,,,Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Fri Jul 31 2020 17:37:33 GMT-0400 (Eastern Daylight Time),Thu Dec 17 2020 12:10:38 GMT-0500 (Eastern Standard Time),Thu Mar 11 2021 14:09:09 GMT-0500 (Eastern Standard Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jun 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500,10000,1464,Shirley,Middlesex,42.459085,-71.275566,Central MA,(FKA 130 Lancaster Road),MA,42.530338,-71.664574,,3/22/24
206,APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP282229,Ember Gardens NBP LLC,New Bedford,2746,shyde@embergardens.com,774-488-9226,1 Nauset Street,,New Bedford,MA,2746,POINT (-71.102131 41.778329),POINT (-70.937067 41.6620789),254 Newhill Avenue,,Somerset,MA,2726,85-2581567,MPN282229,Fri Nov 18 2022 10:44:36 GMT-0500 (Eastern Standard Time),Fri Sep 02 2022 12:04:44 GMT-0400 (Eastern Daylight Time),Wed Mar 06 2024 11:29:14 GMT-0500 (Eastern Standard Time),,no,,,,,,,,Not a DBE,,,,Thu Sep 01 2022 09:37:27 GMT-0400 (Eastern Daylight Time),Fri Dec 02 2022 14:58:30 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 12:38:13 GMT-0500 (Eastern Standard Time),Wed Mar 06 2024 03:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 06 2025 03:00:00 GMT-0500 (Eastern Standard Time),1500,10000,2746,New Bedford,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,41.662079,-70.937068,,3/22/24
207,APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,COMMENCE OPS,COMMENCE OPS,9/2/20,COMPLETE,MR282695,Community Growth Partners Great Barrington Operations LLC,Great Barrington,1230,charlotte@communitygrowthpartners.com,646-408-1196,783 South Main Street,,Great Barrington,MA,1230,POINT (-73.209889 42.396128),POINT (-73.362834 42.1791849),783 South Main Street,,Great Barrington,MA,1230,83-4030617,MRN282695,Fri Sep 06 2019 14:57:33 GMT-0400 (Eastern Daylight Time),Wed May 29 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 17:24:56 GMT-0500 (Eastern Standard Time),TRUE,,,INCOMPLETE,EE202038,EE202207,,,,Not a DBE,,,Thu Aug 06 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Wed May 08 2019 17:45:38 GMT-0400 (Eastern Daylight Time),Fri Sep 13 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Nov 07 2019 13:33:35 GMT-0500 (Eastern Standard Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue May 21 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300,5000,1230,Great Barrington,Berkshire,42.396128,-73.209889,Western MA,,MA,42.179185,-73.362834,,3/22/24
208,APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,8/9/22,COMPLETE,MR284429,"Apothca, Inc.",Boston,2130,joseph@artcangroup.com,305-741-6540,99 Development Rd,,Fitchburg,MA,1420,POINT (-71.073493 42.334948),POINT (-71.114123 42.298724),99 Development Rd,,Fitchburg,MA,1420,81-4591516,MRN284429,Mon Mar 21 2022 11:44:27 GMT-0400 (Eastern Daylight Time),Tue Jan 18 2022 14:27:42 GMT-0500 (Eastern Standard Time),Thu Apr 07 2022 13:37:27 GMT-0400 (Eastern Daylight Time),TRUE,no,,,,,APPROVED,RP201880,RP201880,Not a DBE,,,Thu Jul 14 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Sep 27 2021 12:02:49 GMT-0400 (Eastern Daylight Time),Mon Feb 07 2022 14:58:42 GMT-0500 (Eastern Standard Time),Thu Apr 07 2022 12:43:44 GMT-0400 (Eastern Daylight Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Mon Apr 07 2025 04:00:00 GMT-0400 (Eastern Daylight Time),1500,10000,2130,Jamaica Plain,Suffolk,42.334948,-71.073493,,,MA,42.298724,-71.114123,,3/22/24
209,APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,1/8/19,COMPLETE,MR281309,Temescal Wellness of Massachusetts,Hudson,1749,julia@temescalwellness.com,207-408-1748,252 Coolidge St,,Hudson,MA,1749,POINT (-71.275566 42.459085),POINT (-71.601889 42.3968070),665 Cochituate Road,Second Floor,Framingham,MA,1701,46-2527018,MRN281309,Thu Aug 23 2018 08:20:30 GMT-0400 (Eastern Daylight Time),Wed Jul 25 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Sun Sep 23 2018 08:16:41 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,APPROVED,RP201850,RP201850,Not a DBE,,,Thu Dec 13 2018 03:00:00 GMT-0500 (Eastern Standard Time),Tue Apr 24 2018 10:23:15 GMT-0400 (Eastern Daylight Time),Thu Aug 30 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 20 2018 15:52:02 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Sep 24 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300,5000,1749,Hudson,Middlesex,42.459085,-71.275566,Central MA,,MA,42.396807,-71.601889,,3/22/24
210,APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,5/21/19,COMPLETE,MR281495,"Garden Remedies, Inc.",Newton,2458,thopper@gardenremedies.com,617-235-7215,697 Washington Street,,Newton,MA,2458,POINT (-71.275566 42.459085),POINT (-71.202128 42.3529580),697 Washington Street,,Newton,MA,2458,46-3326321,MRN281495,Fri Nov 02 2018 15:49:12 GMT-0400 (Eastern Daylight Time),Tue Jul 10 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Feb 01 2019 12:42:08 GMT-0500 (Eastern Standard Time),TRUE,,,,,,APPROVED,RP201820,RPA201820,Not a DBE,,,Thu Apr 04 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Tue May 29 2018 15:07:27 GMT-0400 (Eastern Daylight Time),Fri Nov 23 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Jan 24 2019 15:55:56 GMT-0500 (Eastern Standard Time),Thu Jan 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),Tue Feb 04 2025 03:00:00 GMT-0500 (Eastern Standard Time),600,5000,2458,Newton,Middlesex,42.459085,-71.275566,Northeast,,MA,42.352958,-71.202129,,3/22/24
211,APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,11/8/19,COMPLETE,MR281892,"Insa, Inc.",Salem,1970,peter@myinsa.com,413-206-6339,462 Highland Ave,,Salem,MA,1970,POINT (-70.970827 42.635475),POINT (-70.934830 42.4930200),122 Pleasant Street,Suite 144,Easthampton,MA,1027,46-3327054,MRN281892,Tue Apr 16 2019 12:46:49 GMT-0400 (Eastern Daylight Time),Fri Jan 18 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Jun 27 2019 12:54:17 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,APPROVED,RP201833,,Not a DBE,,,Thu Oct 10 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Sep 17 2018 10:22:36 GMT-0400 (Eastern Daylight Time),Wed Apr 17 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 13 2019 15:54:24 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Sep 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300,5000,1970,Salem,Essex,42.635475,-70.970827,Northeast,,MA,42.49302,-70.93483,,3/22/24
212,APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,10/25/21,COMPLETE,MP281397,Boston Bud Factory Inc.,Holyoke,1040,frank.dailey@bostonbudfactory.com,413-575-9879,73 Sargeant St,,Holyoke,MA,1040,POINT (-72.571312 42.12756),POINT (-72.609660 42.198338),37 Commercial St,,Holyoke,MA,1040,83-0540049,MPN281397,Mon Apr 01 2019 21:41:12 GMT-0400 (Eastern Daylight Time),Fri Sep 14 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 27 2019 16:14:11 GMT-0400 (Eastern Daylight Time),,,,,,,,,,Not a DBE,,,Thu Aug 06 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jun 11 2018 21:50:54 GMT-0400 (Eastern Daylight Time),Wed Apr 10 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu May 30 2019 13:46:08 GMT-0400 (Eastern Daylight Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Sat Feb 08 2025 03:00:00 GMT-0500 (Eastern Standard Time),300,5000,1040,Holyoke,Hampden,42.12756,-72.571312,Western MA,,MA,42.198338,-72.60966,SE304718,3/22/24
213,APPROVED,Marijuana Courier,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,DO100102,"Zip Run, Inc.",Boston,2122,gabe@ziprun.com,617-960-6393,160 Orlando street,,Mattapan,MA,2126,POINT (-71.073493 42.334948),,160 Orlando street,,Mattapan,MA,2126,84-1868442,DOA100102,Mon Jul 19 2021 16:33:31 GMT-0400 (Eastern Daylight Time),Tue Jun 08 2021 04:00:00 GMT-0400 (Eastern Daylight Time),,,,SE303983,,,,,,,Not a DBE,,,,Tue Jun 30 2020 14:28:07 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 09:03:05 GMT-0400 (Eastern Daylight Time),Fri Sep 17 2021 12:36:51 GMT-0400 (Eastern Daylight Time),Fri Sep 17 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Sep 17 2022 04:00:00 GMT-0400 (Eastern Daylight Time),,,2122,Boston,Suffolk,42.334948,-71.073493,Metro Boston,,MA,,,SE303983,3/22/24
214,APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,2/24/21,COMPLETE,MR282316,"Green Meadows Farm, LLC",Southbridge,1550,bobpatton@greenmeadows.com,203-979-1204,P.O. Box 2249,,Hamilton,MA,1982,POINT (-71.840209 42.329642),POINT (-72.043200 42.0824969),P. O. Box 2249,,Hamilton,MA,1982,61-1897653,MRN282316,Mon Dec 30 2019 10:41:10 GMT-0500 (Eastern Standard Time),Fri Nov 08 2019 00:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,Not a DBE,,,Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jan 21 2019 15:10:07 GMT-0500 (Eastern Standard Time),Fri Feb 28 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri May 08 2020 14:18:29 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jun 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300,10000,1550,Southbridge,Worcester,42.329642,-71.840209,Central MA,1st Floor,MA,42.082497,-72.043201,,3/22/24
